Chromosome	Start	End	Strand	Gene	Transcription_Start_Site	Transcript_type
chr17	7727269	7731302	-	LOC110477616	7727269	protein_coding
chr17	7732650	7735921	+	SURF2	7732650	protein_coding
chr17	7736183	7749168	-	SURF4	7736183	protein_coding
chr17	7749275	7762170	+	STKLD1	7749275	protein_coding
chr17	7761770	7766831	-	REXO4	7761770	protein_coding
chr17	7767050	7786137	+	ADAMTS13	7767050	protein_coding
chr17	7786995	7798136	+	CACFD1	7786995	protein_coding
chr17	7798278	7804086	-	SLC2A6	7798278	protein_coding
chr17	7825642	7832982	-	MYMK	7825642	protein_coding
chr17	7841172	7871928	+	ADAMTSL2	7841172	protein_coding
chr17	7872379	7899064	-	FAM163B	7872379	protein_coding
chr17	7909564	7925739	+	DBH	7909564	
chr17	7926075	7949561	-	SARDH	7926075	protein_coding
chr17	7953915	8081854	-	VAV2	7953915	protein_coding
chr17	8088711	8092151	+	BRD3OS	8088711	protein_coding
chr17	8093678	8130464	-	BRD3	8093678	protein_coding
chr17	8138670	8150173	+	WDR5	8138670	protein_coding
chr17	8151534	8151661	-	LOC116184245	8151534	snRNA
chr17	8181145	8183995	-	LOC110477728	8181145	lncRNA
chr17	8238566	8341197	+	RXRA	8238566	
chr17	8239801	8240390	-	LOC116184235	8239801	lncRNA
chr17	8421085	8559126	+	COL5A1	8421085	
chr17	8548192	8554544	-	LOC116184207	8548192	lncRNA
chr17	8611609	8640708	+	OLFM1	8611609	
chr17	8737249	8751708	+	PPP1R26	8737249	
chr17	8747454	8752807	-	C17H9orf116	8747454	
chr17	8752837	8754527	+	MRPS2	8752837	protein_coding
chr17	8756255	8760285	+	LOC110477637	8756255	lncRNA
chr17	8757621	8757754	+	LOC116184242	8757621	snoRNA
chr17	8758757	8758891	+	LOC116184243	8758757	snoRNA
chr17	8761540	8768149	-	DIPK1B	8761540	protein_coding
chr17	8779412	8787682	+	AGPAT2	8779412	protein_coding
chr17	8788232	8803873	-	EGFL7	8788232	protein_coding
chr17	8798040	8804095	+	LOC116184213	8798040	lncRNA
chr17	8870197	8912550	+	NOTCH1	8870197	protein_coding
chr17	8911546	8914329	-	LOC110477730	8911546	lncRNA
chr17	8920809	8943567	+	SEC16A	8920809	protein_coding
chr17	8944054	8953533	+	INPP5E	8944054	protein_coding
chr17	8954218	8959721	-	PMPCA	8954218	protein_coding
chr17	8959782	8963499	+	ENTR1	8959782	protein_coding
chr17	8964427	8978148	+	SNAPC4	8964427	protein_coding
chr17	8980271	8986179	+	CARD9	8980271	protein_coding
chr17	8986236	8987964	+	DNLZ	8986236	protein_coding
chr17	8990921	9025571	-	LOC110477643	8990921	protein_coding
chr17	9016788	9033789	-	LOC110477708	9016788	protein_coding
chr17	9106385	9131131	+	QSOX2	9106385	protein_coding
chr17	9134008	9139730	+	LHX3	9134008	protein_coding
chr17	9166134	9179434	-	LOC110477732	9166134	lncRNA
chr17	9186274	9189847	+	LOC110477734	9186274	lncRNA
chr17	9190273	9194385	+	TMEM250	9190273	
chr17	9209052	9264794	+	NACC2	9209052	
chr17	9280516	9298225	+	UBAC1	9280516	
chr17	9302107	9341760	+	CAMSAP1	9302107	
chr17	9338717	9417996	-	KCNT1	9338717	
chr17	9387928	9398941	+	LOC110477649	9387928	lncRNA
chr17	9425002	9426642	+	LOC110477709	9425002	protein_coding
chr17	9427537	9434404	-	PSMD5	9427537	protein_coding
chr17	9435509	9443986	+	LOC110477710	9435509	protein_coding
chr17	9444148	9451336	-	PHF19	9444148	protein_coding
chr17	9454789	9466659	-	TRAF1	9454789	protein_coding
chr17	9476686	9495872	-	C5	9476686	protein_coding
chr17	9497374	9523803	+	CNTRL	9497374	protein_coding
chr17	9524454	9538801	-	RAB14	9524454	protein_coding
chr17	9544710	9565571	+	GSN	9544710	protein_coding
chr17	9566889	9576730	-	STOM	9566889	protein_coding
chr17	9634888	9762903	+	DAB2IP	9634888	protein_coding
chr17	9767967	9804783	-	TTLL11	9767967	protein_coding
chr17	9805368	9810839	-	LOC116184208	9805368	lncRNA
chr17	9811366	9840360	+	LOC110477658	9811366	protein_coding
chr17	9853161	9857231	-	NDUFA8	9853161	
chr17	9857276	9871643	+	MORN5	9857276	protein_coding
chr17	9870898	9888352	-	LHX6	9870898	protein_coding
chr17	9890449	9901697	-	RBM18	9890449	protein_coding
chr17	9901693	9916083	+	MRRF	9901693	protein_coding
chr17	9923665	9934663	+	PTGS1	9923665	protein_coding
chr17	9937080	9941826	-	PDCL	9937080	protein_coding
chr17	9942667	9968697	-	RC3H2	9942667	
chr17	9957444	9957557	-	LOC116184244	9957444	snoRNA
chr17	9969545	9972699	-	ZBTB6	9969545	protein_coding
chr17	9972844	9980470	-	ZBTB26	9972844	protein_coding
chr17	9980522	10047194	+	RABGAP1	9980522	
chr17	10010167	10021101	+	GPR21	10010167	
chr17	10035606	10108894	-	STRBP	10035606	protein_coding
chr17	10140191	10161252	+	CRB2	10140191	protein_coding
chr17	10164747	10317089	-	DENND1A	10164747	protein_coding
chr17	10333362	10366770	+	LHX2	10333362	
chr17	10461698	10511966	+	NEK6	10461698	protein_coding
chr17	10512498	10531681	-	PSMB7	10512498	protein_coding
chr17	10541657	10561146	+	ADGRD2	10541657	protein_coding
chr17	10564637	10584190	-	NR5A1	10564637	protein_coding
chr17	10588264	10613588	-	NR6A1	10588264	protein_coding
chr17	10631936	10641346	+	LOC110477675	10631936	lncRNA
chr17	10662752	10671734	+	OLFML2A	10662752	
chr17	10676130	10677735	-	RPL35	10676130	protein_coding
chr17	10677974	10715883	+	SCAI	10677974	protein_coding
chr17	10716423	10732344	+	GOLGA1	10716423	protein_coding
chr17	10732989	10736010	-	ARPC5L	10732989	protein_coding
chr17	10736051	10739222	-	PPP6C	10736051	protein_coding
chr17	10739322	10741509	+	RABEPK	10739322	protein_coding
chr17	10741992	10745874	-	HSPA5	10741992	protein_coding
chr17	10746015	10775783	+	GAPVD1	10746015	
chr17	10787027	10867208	-	MAPKAP1	10787027	
chr17	10869401	10976791	+	PBX3	10869401	
chr17	10870726	10871481	-	LOC116184233	10870726	lncRNA
chr17	11106344	11112557	-	LOC110477742	11106344	lncRNA
chr17	11119355	11121523	-	LOC116184239	11119355	lncRNA
chr17	11120158	11177951	+	MVB12B	11120158	protein_coding
chr17	11221724	11306458	+	LMX1B	11221724	protein_coding
chr17	11317022	11357549	+	LOC110477687	11317022	lncRNA
chr17	11388414	11397579	+	ZBTB43	11388414	protein_coding
chr17	11399028	11413390	+	ZBTB34	11399028	
chr17	11416006	11488111	+	RALGPS1	11416006	protein_coding
chr17	11433212	11447531	-	ANGPTL2	11433212	protein_coding
chr17	11493622	11500943	+	LOC110477693	11493622	protein_coding
chr17	11501351	11511502	-	FBXW2	11501351	
chr17	11511848	11523420	+	LOC110477696	11511848	lncRNA
chr17	11513099	11549104	-	GARNL3	11513099	protein_coding
chrUn_NW_021819309v1	5574	23732	-	LOC110484529	5574	
chrUn_NW_021819736v1	8	1068	-	LOC110469674	8	lncRNA
chrUn_NW_021819147v1	6016	6509	-	LOC110467633	6016	protein_coding
chrUn_NW_021819147v1	12867	16359	-	LOC110481915	12867	protein_coding
chrUn_NW_021819147v1	18608	29584	-	LOC110481916	18608	protein_coding
chrUn_NW_021819147v1	29511	69747	+	LOC110481917	29511	protein_coding
chrUn_NW_021819147v1	70418	82575	+	UBE2M	70418	protein_coding
chrUn_NW_021818847v1	6	1073	-	LOC110473811	6	protein_coding
chrUn_NW_021819205v1	1661	67792	-	LOC110483416	1661	protein_coding
chr22	20312	21354	+	LOC110473385	20312	protein_coding
chr22	64098	82606	-	LOC116184421	64098	protein_coding
chr22	118027	128242	+	POLB	118027	protein_coding
chr22	128992	141090	+	VDAC3	128992	protein_coding
chr22	141307	151829	-	IKBKB	141307	protein_coding
chr22	151859	168457	+	PLAT	151859	
chr22	168757	176371	-	AP3M2	168757	protein_coding
chr22	177571	214317	+	KAT6A	177571	protein_coding
chr22	221856	281459	+	ANK1	221856	protein_coding
chr22	282196	284842	+	NKX6-3	282196	protein_coding
chr22	286478	297578	-	GPAT4	286478	
chr22	297737	299100	-	LOC110473382	297737	protein_coding
chr22	299025	304448	-	GINS4	299025	protein_coding
chr22	305097	309913	-	GOLGA7	305097	protein_coding
chr22	320871	335929	+	SFRP1	320871	protein_coding
chr22	353802	356802	+	LOC116184419	353802	lncRNA
chr22	358845	405390	+	ZMAT4	358845	protein_coding
chr22	445499	447570	-	TCIM	445499	protein_coding
chr22	461122	467566	-	IDO2	461122	protein_coding
chr22	468547	476615	-	LOC110473390	468547	protein_coding
chr22	476711	499865	-	LOC110473400	476711	protein_coding
chr22	501402	502585	+	TM2D2	501402	protein_coding
chr22	503036	516625	-	PLEKHA2	503036	
chr22	521628	542885	-	TACC1	521628	protein_coding
chr22	586427	615748	+	FGFR1	586427	
chr22	627856	634099	-	LETM2	627856	protein_coding
chr22	635526	676457	+	NSD3	635526	
chr22	666964	676457	+	PLPP5	666964	
chr22	676095	686678	-	DDHD2	676095	
chr22	687800	693356	-	BAG4	687800	
chr22	693487	696248	+	LSM1	693487	
chr22	698794	701620	+	STAR	698794	protein_coding
chr22	702266	710224	-	ASH2L	702266	protein_coding
chr22	711304	713769	+	LOC110473388	711304	protein_coding
chr22	717884	722674	-	EIF4EBP1	717884	
chr22	732112	735363	+	ADRB3	732112	
chr22	738166	751323	+	RAB11FIP1	738166	
chr22	751985	755551	+	BRF2	751985	protein_coding
chr22	755633	773894	-	ADGRA2	755633	
chr22	778001	783628	-	PLPBP	778001	protein_coding
chr22	784455	795183	-	ERLIN2	784455	protein_coding
chr22	799740	810215	-	ZNF703	799740	
chr22	1118254	1119184	+	LOC116184417	1118254	lncRNA
chr22	1123332	1156908	-	UNC5D	1123332	
chr22	1195388	1285679	-	LOC110477349	1195388	
chr22	1526314	1538857	+	TTI2	1526314	protein_coding
chr22	1538827	1543900	-	MAK16	1538827	protein_coding
chr22	1554760	1564859	+	ATP6V1B2	1554760	protein_coding
chr22	1575679	1605982	-	LZTS1	1575679	
chr22	1758080	1804818	-	GFRA2	1758080	protein_coding
chr22	1866146	1880973	-	DOK2	1866146	protein_coding
chr22	1898665	1978829	+	XPO7	1898665	protein_coding
chr22	1977746	1982337	-	PBDC1	1977746	protein_coding
chr22	2022370	2050206	+	DMTN	2022370	protein_coding
chr22	2070338	2071023	+	LOC110479429	2070338	lncRNA
chr22	2087648	2093451	-	NUDT18	2087648	protein_coding
chr22	2100076	2118671	-	HR	2100076	protein_coding
chr22	2152734	2164240	-	LGI3	2152734	protein_coding
chr22	2164768	2167256	+	SFTPC	2164768	protein_coding
chr22	2200144	2225255	+	BMP1	2200144	protein_coding
chr22	2227110	2232793	-	PHYHIP	2227110	protein_coding
chr22	2236063	2242782	+	POLR3D	2236063	protein_coding
chr22	2244213	2265129	+	PIWIL2	2244213	protein_coding
chr22	2265102	2278267	+	SLC39A14	2265102	
chr22	2280957	2328604	+	PPP3CC	2280957	
chr22	2330288	2340357	+	SORBS3	2330288	protein_coding
chr22	2342021	2347341	+	PDLIM2	2342021	protein_coding
chr22	2349488	2351507	+	C22H8orf58	2349488	protein_coding
chr22	2351775	2354999	+	LOC110479413	2351775	lncRNA
chr22	2355994	2390768	-	BIN3	2355994	protein_coding
chr22	2416177	2420888	-	EGR3	2416177	
chr22	2431871	2552990	-	PEBP4	2431871	
chr22	2557726	2562050	-	LOC110480333	2557726	protein_coding
chr22	2562804	2569520	+	LOC116184409	2562804	protein_coding
chr22	2562859	2580451	+	RHOBTB2	2562859	protein_coding
chr22	2582097	2589574	-	LOC110480329	2582097	protein_coding
chr22	2601148	2615873	+	CHMP7	2601148	
chr22	2619761	2621166	+	LOC110480328	2619761	protein_coding
chr22	2628106	2630482	+	R3HCC1	2628106	protein_coding
chr22	2633610	2716838	-	LOXL2	2633610	protein_coding
chr22	2719419	2733008	-	ENTPD4	2719419	protein_coding
chr22	2738176	2739002	+	LOC116184416	2738176	lncRNA
chr22	2749311	2758691	+	SLC25A37	2749311	protein_coding
chr22	2780085	2788589	-	LOC110480150	2780085	protein_coding
chr22	2795823	2809227	-	STC1	2795823	
chr22	2886058	2913762	+	ADAM28	2886058	protein_coding
chr22	2987021	2992249	+	NEFM	2987021	protein_coding
chr22	2997989	3003057	-	NEFL	2997989	protein_coding
chr22	3032371	3119974	+	DOCK5	3032371	
chr22	3120251	3124387	-	GNRH1	3120251	protein_coding
chr22	3126298	3134345	-	KCTD9	3126298	
chr22	3134778	3145886	+	CDCA2	3134778	protein_coding
chr22	3224191	3343828	-	EBF2	3224191	protein_coding
chr22	3372881	3406829	+	PPP2R2A	3372881	protein_coding
chr22	3409935	3422125	+	BNIP3L	3409935	protein_coding
chr22	3449614	3507629	+	DPYSL2	3449614	protein_coding
chr22	3518554	3529561	-	ADRA1A	3518554	protein_coding
chr22	3841464	4038796	+	LRRTM4	3841464	
chr22	4146265	4147140	+	LOC116184420	4146265	lncRNA
chr22	4187249	4195678	+	TGFA	4187249	
chr22	4204761	4205593	+	FAM136A	4204761	protein_coding
chr22	4207199	4208279	+	SNRPG	4207199	protein_coding
chr22	4208406	4214280	-	PCYOX1	4208406	protein_coding
chr22	4214369	4214439	+	TRNAG-CCC	4214369	tRNA
chr22	4215911	4231627	+	TIA1	4215911	
chr22	4231977	4238268	+	C22H2orf42	4231977	protein_coding
chr22	4239210	4241617	+	MRPS24	4239210	protein_coding
chr22	4242201	4244065	-	C22H2orf68	4242201	protein_coding
chr22	4244090	4248966	+	USP39	4244090	protein_coding
chr22	4249090	4253233	-	SFTPB	4249090	protein_coding
chr22	4254779	4262279	-	MXD1	4254779	
chr22	4263076	4265588	-	SNRNP27	4263076	protein_coding
chr22	4266605	4277949	-	ADD2	4266605	protein_coding
chr22	4302163	4320945	+	LOC110478627	4302163	protein_coding
chr22	4321528	4338033	-	GMCL1	4321528	protein_coding
chr22	4339818	4350306	-	ANXA4	4339818	
chr22	4357563	4414501	+	AAK1	4357563	
chr22	4415908	4422898	+	NFU1	4415908	protein_coding
chr22	4424221	4453910	+	GFPT1	4424221	protein_coding
chr22	4473214	4545179	-	ANTXR1	4473214	protein_coding
chr22	4548190	4555943	-	GKN1	4548190	protein_coding
chr22	4590592	4594010	-	LOC116184412	4590592	protein_coding
chr22	4596935	4600064	+	GKN2	4596935	protein_coding
chr22	4610056	4614517	+	BMP10	4610056	protein_coding
chr22	4624577	4638885	-	ARHGAP25	4624577	protein_coding
chr22	4641497	4667884	-	CDS2	4641497	
chr22	4668474	4671515	+	PCNA	4668474	protein_coding
chr22	4672915	4679247	+	TMEM230	4672915	protein_coding
chr22	4674837	4678066	-	LOC116184407	4674837	lncRNA
chr22	4678429	4689763	-	LOC110481406	4678429	lncRNA
chr22	4679833	4682643	-	LOC116184406	4679833	lncRNA
chr22	4722925	4765858	+	SLC23A2	4722925	
chr22	4772403	4782467	+	RASSF2	4772403	protein_coding
chr22	4789736	4795406	-	PRNP	4789736	protein_coding
chr22	4801817	4810610	-	PROM2	4801817	protein_coding
chr22	4813160	4819364	+	DUSP11	4813160	protein_coding
chr22	4819925	4822936	+	LOC110480177	4819925	protein_coding
chr22	4823296	4836693	+	STAMBP	4823296	protein_coding
chr22	4842291	4847427	+	ACTG2	4842291	protein_coding
chr22	4847745	4871716	+	DGUOK	4847745	
chr22	4892418	4907707	+	TET3	4892418	protein_coding
chr22	4908952	4914258	+	LOC110480180	4908952	
chr22	4914996	4918568	+	BOLA3	4914996	protein_coding
chr22	4919571	4931748	+	MTHFD2	4919571	
chr22	4932325	4987775	-	SLC4A5	4932325	
chr22	5030710	5043484	+	NCAPH	5030710	protein_coding
chr22	5046740	5054387	+	ARID5A	5046740	
chr22	5054400	5077236	-	KANSL3	5054400	protein_coding
chr22	5107891	5125427	-	LMAN2L	5107891	protein_coding
chr22	5126363	5131766	+	CNNM4	5126363	protein_coding
chr22	5145330	5159364	-	SEMA4C	5145330	protein_coding
chr22	5163426	5207431	+	SNRNP200	5163426	protein_coding
chr22	5207891	5214956	-	STARD7	5207891	protein_coding
chr22	5215837	5223716	-	TMEM127	5215837	
chr22	5225291	5232139	+	CIAO1	5225291	protein_coding
chr22	5234276	5282103	-	LOC110478260	5234276	
chr22	5282102	5287444	+	TMED4	5282102	protein_coding
chr22	5287682	5307509	+	DDX56	5287682	protein_coding
chr22	5307945	5329427	+	NPC1L1	5307945	protein_coding
chr22	5331895	5334628	-	VAMP8	5331895	protein_coding
chr22	5334616	5347122	+	GGCX	5334616	protein_coding
chr22	5347466	5352460	-	MAT2A	5347466	protein_coding
chr22	5353381	5357764	-	LOC110478279	5353381	protein_coding
chr22	5360659	5365650	-	PURB	5360659	
chr22	5367082	5370199	-	LOC110478266	5367082	protein_coding
chr22	5370420	5373496	+	LOC110478267	5370420	protein_coding
chr22	5374329	5383120	+	LOC110478268	5374329	protein_coding
chr22	5383117	5389336	-	GPAT2	5383117	protein_coding
chr22	5391398	5396565	-	ELMOD3	5391398	protein_coding
chr22	5397847	5404258	+	RETSAT	5397847	protein_coding
chr22	5407641	5413102	-	TGOLN2	5407641	protein_coding
chr22	5419486	5440986	-	TCF7L1	5419486	protein_coding
chr22	5441086	5456835	+	DBNL	5441086	protein_coding
chr22	5458837	5465815	+	AEBP1	5458837	protein_coding
chr22	5465801	5471201	-	POLD2	5465801	protein_coding
chr22	5472958	5474641	+	LOC110478284	5472958	protein_coding
chr22	5476666	5482957	-	GCK	5476666	protein_coding
chr22	5483944	5491322	+	YKT6	5483944	
chr22	5490523	5511026	-	CAMK2B	5490523	protein_coding
chr22	5512651	5538973	-	NUDCD3	5512651	protein_coding
chr22	5547806	5556223	+	SLC20A1	5547806	protein_coding
chr22	5557120	5562030	+	LOC110478296	5557120	protein_coding
chr22	5562931	5563787	-	LOC116184414	5562931	lncRNA
chr22	5564181	5570038	-	CKAP2L	5564181	protein_coding
chr22	5573042	5574680	-	IL1B	5573042	protein_coding
chr22	5576634	5603045	+	OGDH	5576634	protein_coding
chr22	5604433	5611046	+	ZMIZ2	5604433	protein_coding
chr22	5611666	5613716	+	PPIA	5611666	protein_coding
chr22	5616387	5627173	+	LOC110478274	5616387	
chr22	5627439	5628254	+	LOC110478286	5627439	lncRNA
chrUn_NW_021819325v1	15886	16818	-	LOC110484629	15886	protein_coding
chrUn_NW_021819176v1	82	13524	-	LOC110482802	82	protein_coding
chrUn_NW_021819176v1	82366	92676	-	LOC110482803	82366	protein_coding
chrUn_NW_021819228v1	220752	222638	-	LOC110483666	220752	lncRNA
chrUn_NW_021819228v1	225706	241993	-	MDC1	225706	protein_coding
chrUn_NW_021819228v1	242261	253312	+	LOC110483781	242261	protein_coding
chrUn_NW_021819228v1	254105	264259	-	FLOT1	254105	protein_coding
chrUn_NW_021819228v1	265472	280157	-	LOC110483779	265472	protein_coding
chrUn_NW_021819228v1	302741	309433	-	LOC110474542	302741	
chrUn_NW_021819228v1	327144	328725	+	LOC116184757	327144	lncRNA
chrUn_NW_021819228v1	351346	353417	-	LOC110480957	351346	protein_coding
chrUn_NW_021819228v1	379897	391170	+	LOC110480960	379897	
chrUn_NW_021819228v1	395031	399548	-	LOC116184758	395031	lncRNA
chrUn_NW_021819228v1	398229	402549	+	LOC116184759	398229	lncRNA
chrUn_NW_021819228v1	444859	447447	+	LOC110480961	444859	protein_coding
chrUn_NW_021819228v1	456170	458723	+	LOC110480964	456170	lncRNA
chrUn_NW_021819228v1	487304	491531	-	LOC110480955	487304	protein_coding
chrUn_NW_021819228v1	498318	502200	-	LOC110480956	498318	protein_coding
chrUn_NW_021819895v1	14	2320	+	LOC110470360	14	protein_coding
chrUn_NW_021819145v1	14661	15313	-	LOC110481736	14661	lncRNA
chrUn_NW_021819145v1	34658	70790	+	LOC110481734	34658	protein_coding
chrUn_NW_021819145v1	160895	163444	-	LOC110481732	160895	protein_coding
chrUn_NW_021819145v1	171864	193458	+	LOC116184726	171864	protein_coding
chrUn_NW_021819145v1	194389	204673	+	LOC110481842	194389	lncRNA
chrUn_NW_021819145v1	213761	226018	+	KAT8	213761	
chrUn_NW_021819145v1	270887	277025	-	LOC110481840	270887	lncRNA
chrUn_NW_021819244v1	118	461	+	LOC110483788	118	lncRNA
chrUn_NW_021819244v1	26213	58531	-	LOC110483787	26213	protein_coding
chrUn_NW_021819762v1	2493	3168	+	LOC110469778	2493	protein_coding
chrUn_NW_021819880v1	897	1597	+	LOC110470240	897	lncRNA
chrUn_NW_021819011v1	8400	20919	+	LOC110473893	8400	protein_coding
chrUn_NW_021818568v1	347	3592	-	LOC110483148	347	protein_coding
chr20	17659	27338	-	LOC110480276	17659	protein_coding
chr20	39940	43305	+	LOC110480277	39940	
chr20	42985	70395	-	L3MBTL1	42985	
chr20	76334	81040	-	SRSF6	76334	protein_coding
chr20	151095	209761	+	EPB41L1	151095	protein_coding
chr20	211183	218080	+	AAR2	211183	
chr20	227756	245347	-	LOC116184360	227756	lncRNA
chr20	266476	414423	+	DLGAP4	266476	
chr20	412784	423433	-	TGIF2	412784	
chr20	424741	437546	-	MYL9	424741	
chr20	441462	447529	+	RAB5IF	441462	protein_coding
chr20	451106	475317	+	GGT7	451106	
chr20	476444	520090	+	NCOA6	476444	protein_coding
chr20	520386	544919	-	TP53INP2	520386	
chr20	574345	593165	+	PIGU	574345	protein_coding
chr20	596443	598474	+	TLDC2	596443	protein_coding
chr20	601305	628164	-	SAMHD1	601305	protein_coding
chr20	637734	663426	-	RBL1	637734	protein_coding
chr20	667155	767291	-	CHD6	667155	
chr20	792100	854283	-	RALGAPB	792100	protein_coding
chr20	884507	946382	+	NDRG3	884507	protein_coding
chr20	947892	1026615	-	PHF20	947892	
chr20	1043347	1103754	-	LOC110473800	1043347	protein_coding
chr20	1113867	1113938	+	TRNAE-UUC	1113867	tRNA
chr20	1116034	1146948	+	RBM39	1116034	protein_coding
chr20	1148294	1150809	-	ROMO1	1148294	protein_coding
chr20	1150811	1164877	+	NFS1	1150811	protein_coding
chr20	1171421	1183472	+	RBM12	1171421	protein_coding
chr20	1198164	1203709	+	CPNE1	1198164	protein_coding
chr20	1204115	1228062	+	LOC110473801	1204115	misc_RNA
chr20	1246644	1286908	+	LOC110473786	1246644	protein_coding
chr20	1294518	1320387	-	ERGIC3	1294518	protein_coding
chr20	1347982	1352684	-	LOC110479789	1347982	protein_coding
chr20	1362548	1372360	+	ZNF335	1362548	protein_coding
chr20	1375792	1377073	-	LOC116184348	1375792	protein_coding
chr20	1379292	1390796	-	PCIF1	1379292	protein_coding
chr20	1392595	1396908	+	LOC110479795	1392595	protein_coding
chr20	1399487	1403802	+	PLTP	1399487	protein_coding
chr20	1404111	1408329	-	CTSA	1404111	protein_coding
