OMAid_1	RefSeq_1	gene_id	EntrezGene_1	SourceID_1	OMAid_2	RefSeq_2	Ensembl.Gene_2	EntrezGene_2	gene_name_ck	RelType	OmaGroup	gene_name_zf
TAEGU12387	NA	ENSTGUG00000008448	NA	ENSTGUG00000008448.2	CHICK55346	NP_001383786	NA	419331	CSTF1	1:1	NA	CSTF1
TAEGU12391	NA	ENSTGUG00000008457	NA	ENSTGUG00000008457.2	CHICK55347	XP_040506994	NA	428167	AURKB	1:1	NA	AURKA
TAEGU12394	XP_032607852	ENSTGUG00000018839	100219140	ENSTGUG00000018839.1	CHICK55351	XP_015151904	NA	428168	FAM210B	1:1	NA	FAM210B
TAEGU12395	XP_030144688	ENSTGUG00000008472	100225819	ENSTGUG00000008472.2	CHICK55352	XP_004947293	NA	100857164	MC3R	1:1	1081264	MC3R
TAEGU12406	XP_002199310	ENSTGUG00000022496	100222953	ENSTGUG00000022496.1	CHICK55359	NP_001072955	NA	769254	CBLN3	1:1	370232	CBLN4
TAEGU12408	NA	ENSTGUG00000008495	NA	ENSTGUG00000008495.2	CHICK55368	XP_015152008	NA	419336	DOK5	1:1	NA	DOK5
TAEGU12414	NA	ENSTGUG00000008516	NA	ENSTGUG00000008516.2	CHICK55381	NP_001383216	NA	395827	CYP24A1	1:1	1034436	CYP24A1
TAEGU12418	NA	ENSTGUG00000019321	NA	ENSTGUG00000019321.1	CHICK55383	XP_046758903	NA	419338	BCAS1	1:1	1077995	BCAS1
TAEGU12425	XP_030144453	ENSTGUG00000023199	100229222	ENSTGUG00000023199.1	CHICK55384	XP_040507003	NA	107048990	LOC107048990	1:1	1325768	ZNF217
TAEGU12432	NA	ENSTGUG00000008551	NA	ENSTGUG00000008551.2	CHICK55393	XP_004947311	NA	419341	TSHZ2	1:1	344311	TSHZ2
TAEGU11990	XP_002188135	ENSTGUG00000008724	100231256	ENSTGUG00000008724.2	CHICK55469	NP_990473	NA	396047	SNAI1	1:1	1080963	SNAI1
TAEGU11993	XP_030144216	ENSTGUG00000008728	100228346	ENSTGUG00000008728.2	CHICK55471	NP_001001767	NA	414881	RNF114	1:1	1378992	RNF114
TAEGU11997	XP_030144215	ENSTGUG00000008741	100228394	ENSTGUG00000008741.2	CHICK55472	NP_001007874	NA	419355	SPATA2	1:1	348310	SPATA2
TAEGU12003	XP_030144366	ENSTGUG00000008749	100222576	ENSTGUG00000008749.2	CHICK55479	XP_015151899	NA	419356	SLC9A8	1:1	1067648	SLC9A8
TAEGU12009	XP_030144319	ENSTGUG00000008769	100219705	ENSTGUG00000008769.2	CHICK55482	XP_015151965	NA	107054826	B4GALT5	1:1	1404019	B4GALT5
TAEGU12877	NP_001232520	ENSTGUG00000023618	100190630	ENSTGUG00000023618.1	CHICK55527	NP_001264957	NA	769996	MRPS16	1:1	NA	MRPS16
TAEGU12874	XP_030145370	ENSTGUG00000002520	100225526	ENSTGUG00000002520.2	CHICK55536	XP_015152470	NA	419363	SLC45A1	1:1	1073877	SLC45A1
TAEGU12872	XP_002195324	ENSTGUG00000002527	100228380	ENSTGUG00000002527.2	CHICK55558	XP_015152486	NA	419364	ERRFI1	1:1	1416734	ERRFI1
TAEGU12868	NA	ENSTGUG00000002529	NA	ENSTGUG00000002529.2	CHICK55562	XP_040507028	NA	395277	PARK7	1:1	1067392	PARK7
TAEGU12860	XP_002195510	ENSTGUG00000002545	100222633	ENSTGUG00000002545.2	CHICK55567	NP_996873	NA	404535	UTS2	1:1	1347168	UTS2
TAEGU12853	XP_030145324	ENSTGUG00000002566	100221611	ENSTGUG00000002566.2	CHICK55591	XP_040507147	NA	419369	CAMTA1	1:1	1388031	CAMTA1
TAEGU12846	NA	ENSTGUG00000002575	NA	ENSTGUG00000002575.2	CHICK55599	XP_040544845	NA	428173	DNAJC11	1:1	1301508	DNAJC11
TAEGU12841	XP_030145355	ENSTGUG00000002586	100228375	ENSTGUG00000002586.2	CHICK55601	XP_015152478	NA	428175	KLHL21	1:1	347439	KLHL21
TAEGU12837	XP_030145354	ENSTGUG00000002589	100225511	ENSTGUG00000002589.2	CHICK55603	NP_001038107	NA	419370	ZBTB48	1:1	1075792	ZBTB48
TAEGU12830	NA	ENSTGUG00000002606	NA	ENSTGUG00000002606.2	CHICK55618	XP_015152458	NA	426013	PLEKHG5	1:1	NA	PLEKHG5
TAEGU12815	NA	ENSTGUG00000002611	NA	ENSTGUG00000002611.2	CHICK55632	XP_003642581	NA	419371	ACOT7	1:1	NA	ACOT7
TAEGU12812	XP_002192439	ENSTGUG00000002624	100223509	ENSTGUG00000002624.2	CHICK55637	XP_040544868	NA	419374	RNF207	1:1	1378942	RNF207
TAEGU12779	NA	ENSTGUG00000002634	NA	ENSTGUG00000002634.2	CHICK55642	XP_024998451	NA	100857108	CHD5	1:1	NA	CHD5
TAEGU12775	XP_004174315	ENSTGUG00000002658	100229217	ENSTGUG00000002658.2	CHICK55648	XP_015152552	NA	396068	KCNAB2	1:1	957825	KCNAB2
TAEGU12771	XP_030145123	ENSTGUG00000002693	100230175	ENSTGUG00000002693.2	CHICK55653	XP_003642568	NA	419377	NPHP4	1:1	1363024	NPHP4
TAEGU12770	XP_030145438	ENSTGUG00000028015	100227362	ENSTGUG00000028015.1	CHICK55658	XP_015152560	NA	770310	AJAP1	1:1	1364280	AJAP1
TAEGU12767	NA	ENSTGUG00000002720	NA	ENSTGUG00000002720.2	CHICK55661	XP_040544924	NA	419378	C1orf174	1:1	1389687	C1orf174
TAEGU12765	XP_012425851	ENSTGUG00000002728	100218708	ENSTGUG00000002728.2	CHICK55665	XP_004947417	NA	419379	CEP104	1:1	944288	CEP104
TAEGU12763	XP_002192665	ENSTGUG00000002737	100231188	ENSTGUG00000002737.2	CHICK55670	XP_015152579	NA	419380	LRRC47	1:1	1416031	LRRC47
TAEGU12749	NA	ENSTGUG00000002743	NA	ENSTGUG00000002743.2	CHICK55677	XP_046759187	NA	419382	TP73	1:1	1388803	TP73
TAEGU12748	XP_002196574	ENSTGUG00000002754	100217726	ENSTGUG00000002754.2	CHICK55686	NP_001006299	NA	419383	WRAP73	1:1	772187	WRAP73
TAEGU12747	XP_002192741	ENSTGUG00000002766	100222561	ENSTGUG00000002766.2	CHICK55690	XP_015152583	NA	419384	TPRG1L	1:1	1405475	TPRG1L
TAEGU12745	XP_032607991	ENSTGUG00000002771	100219690	ENSTGUG00000002771.2	CHICK55692	XP_024998369	NA	419385	MEGF6	1:1	1074003	MEGF6
TAEGU12741	XP_030145112	ENSTGUG00000002800	100232189	ENSTGUG00000002800.2	CHICK55696	XP_004947428	NA	419386	ARHGEF16	1:1	1081921	ARHGEF16
TAEGU12739	XP_030145034	ENSTGUG00000002807	100229260	ENSTGUG00000002807.2	CHICK55704	XP_004947435	NA	419388	PRDM16	1:1	1075582	PRDM16
TAEGU12735	XP_002193378	ENSTGUG00000002838	100227361	ENSTGUG00000002838.2	CHICK55714	XP_001233077	NA	770671	MMEL1	1:1	1397638	MMEL1
TAEGU12722	NP_001231842; XP_002196841	ENSTGUG00000002880	100223562	ENSTGUG00000002880.2	CHICK55722	XP_015152291	NA	100736561	PANK4	1:1	1003937	PANK4
TAEGU12698	XP_002196935	ENSTGUG00000002934	100217774	ENSTGUG00000002934.2	CHICK55738	NP_001185583	NA	419396	PEX10	1:1	934144	PEX10
TAEGU12695	XP_030144923	ENSTGUG00000002941	100190422	ENSTGUG00000002941.2	CHICK55739	NP_001006300	NA	419397	RER1	1:1	1382592	RER1
TAEGU12694	XP_012425873	ENSTGUG00000002944	100227413	ENSTGUG00000002944.2	CHICK55749	NP_001034407	NA	428181	SKI	1:1	1399924	SKI
TAEGU12668	XP_002197205	ENSTGUG00000002966	100221609	ENSTGUG00000002966.2	CHICK55762	XP_001234041	NA	770710	GABRD	1:1	886179	GABRD
TAEGU12666	XP_041576284	ENSTGUG00000002980	105758752	ENSTGUG00000002980.2	CHICK55765	XP_040507226	NA	419400	CFAP74	1:1	820100	CFAP74
TAEGU12659	NA	ENSTGUG00000002994	NA	ENSTGUG00000002994.2	CHICK55768	NP_001012853	NA	419402	GNB1	1:1	1067441	GNB1
TAEGU12643	NA	ENSTGUG00000002824	NA	ENSTGUG00000002824.2	CHICK55795	NP_001026041	NA	419403	NADK	1:1	1405537	NADK
TAEGU12624	XP_041576262	ENSTGUG00000003009	100231233	ENSTGUG00000003009.2	CHICK55807	NP_001376464	NA	419405	SLC35E2B	1:1	962419	SLC35E2B
TAEGU12608	XP_030145069	ENSTGUG00000003041	100220241	ENSTGUG00000003041.2	CHICK55821	XP_040544989	NA	419407	MMP23A	1:1	1358674	MMP23B
TAEGU12600	XP_030144994	ENSTGUG00000003045	100228373	ENSTGUG00000003045.2	CHICK55823	NP_001006301	NA	419408	MIB2	1:1	1070910	MIB2
TAEGU12592	XP_030145257	ENSTGUG00000022277	115498037	ENSTGUG00000022277.1	CHICK55836	XP_046759199	NA	107054923	FNDC10	1:1	892966	FNDC10
TAEGU13093	XP_041576295	ENSTGUG00000003081	100225508	ENSTGUG00000003081.2	CHICK55839	XP_024998462	NA	419411	TMEM240	1:1	1390461	TMEM240
TAEGU13091	XP_012425879	ENSTGUG00000003082	100222621	ENSTGUG00000003082.2	CHICK55842	XP_015152608	NA	419412	ATAD3B	1:1	1413509	ATAD3A
TAEGU13085	NP_001232402	ENSTGUG00000003113	100190332	ENSTGUG00000003113.2	CHICK55845	NP_001264971	NA	770979	MRPL20	1:1	1342388	MRPL20
TAEGU13080	XP_002194144	ENSTGUG00000003114	100230169	ENSTGUG00000003114.2	CHICK55846	NP_989801	NA	395124	CCNL2	1:1	1074984	CCNL2
TAEGU13077	NP_001232781; XP_002197690	ENSTGUG00000003131	100219745	ENSTGUG00000003131.2	CHICK55852	XP_015152355	NA	419415	AURKAIP1	1:1	1367992	AURKAIP1
TAEGU13075	XP_041576371	ENSTGUG00000003136	100232253	ENSTGUG00000003136.2	CHICK55857	XP_015152306	NA	395347	MXRA8	1:1	1387406	MXRA8
TAEGU13074	XP_030145378	ENSTGUG00000003140	100231182	ENSTGUG00000003140.2	CHICK55859	XP_015152604	NA	419416	DVL1	1:1	1413203	DVL1
TAEGU13073	XP_012425859	ENSTGUG00000003175	100228324	ENSTGUG00000003175.2	CHICK55864	XP_024998460	NA	428182	TAS1R3	1:1	345171	TAS1R3
TAEGU13072	XP_004174812	ENSTGUG00000023000	100222556	ENSTGUG00000023000.1	CHICK55865	XP_040544999	NA	419417	CPTP	1:1	1358949	CPTP
TAEGU13071	NA	ENSTGUG00000003192	NA	ENSTGUG00000003192.2	CHICK55866	NP_001012854	NA	419418	INTS11	1:1	1404133	INTS11
TAEGU13064	XP_030145436	ENSTGUG00000003214	100219683	ENSTGUG00000003214.2	CHICK55877	XP_040507090	NA	419419	PUSL1	1:1	NA	PUSL1
TAEGU13059	XP_030144980	ENSTGUG00000003217	100232185	ENSTGUG00000003217.2	CHICK55878	XP_015152601	NA	419420	ACAP3	1:1	NA	ACAP3
TAEGU12712	XP_041576289	ENSTGUG00000004091	100220296	ENSTGUG00000004091.2	CHICK55890	XP_004947475	NA	428184	SCNN1D	1:1	NA	SCNN1D
TAEGU12717	XP_030145421	ENSTGUG00000004086	100223193	ENSTGUG00000004086.2	CHICK55896	XP_004947479	NA	419422	FAM132A	1:1	1376028	UBE2J2
TAEGU12724	XP_002190308	ENSTGUG00000004073	100225099	ENSTGUG00000004073.2	CHICK55900	XP_015152615	NA	428185	B3GALT6	1:1	NA	B3GALT6
TAEGU12727	XP_002190266	ENSTGUG00000004064	100227991	ENSTGUG00000004064.2	CHICK55901	NP_001384299	NA	419423	SDF4	1:1	1070575	SDF4
TAEGU12737	NA	ENSTGUG00000004049	NA	ENSTGUG00000004049.2	CHICK55928	XP_015152623	NA	419428	RNF223	1:1	NA	RNF223
TAEGU12752	NA	ENSTGUG00000004020	NA	ENSTGUG00000004020.2	CHICK55937	NP_990858	NA	396538	AGRN	1:1	1071424	AGRN
TAEGU12949	NA	ENSTGUG00000023383	NA	ENSTGUG00000023383.1	CHICK55939	NP_989803	NA	395128	HES4	1:1	1308252	HES4
TAEGU12956	NA	ENSTGUG00000004016	NA	ENSTGUG00000004016.2	CHICK55942	XP_003642573	NA	771179	PLEKHN1	1:1	1377098	PLEKHN1
TAEGU12959	XP_002187654	ENSTGUG00000003991	100227028	ENSTGUG00000003991.2	CHICK55943	XP_004947496	NA	419432	KLHL17	1:1	1081922	KLHL17
TAEGU12960	XP_012425893	ENSTGUG00000003958	100228976	ENSTGUG00000003958.2	CHICK55945	NP_001026047	NA	419433	NOC2L	1:1	1384272	NOC2L
TAEGU12962	XP_030145447	ENSTGUG00000003952	100229826	ENSTGUG00000003952.2	CHICK55948	NP_001384617	NA	419434	SAMD11	1:1	NA	SAMD11
TAEGU12967	XP_030145396	ENSTGUG00000003924	100226114	ENSTGUG00000003924.2	CHICK55960	XP_015152626	NA	419435	RERE	1:1	1071475	RERE
TAEGU12987	NA	ENSTGUG00000003882	NA	ENSTGUG00000003882.2	CHICK55971	XP_015152319	NA	396017	ENO1	1:1	NA	ENO1
TAEGU12991	NA	ENSTGUG00000003847	NA	ENSTGUG00000003847.2	CHICK55979	XP_040507264	NA	428187	CA6	1:1	348923	CA6
TAEGU12993	XP_002187412	ENSTGUG00000003777	100219398	ENSTGUG00000003777.2	CHICK55982	XP_004947503	NA	419438	SLC2A5	1:1	1068385	SLC2A5
TAEGU13000	XP_002187325	ENSTGUG00000003746	100228049	ENSTGUG00000003746.2	CHICK55984	XP_015152632	NA	428188	H6PD	1:1	1368251	H6PD
TAEGU13001	XP_030145047	ENSTGUG00000029552	100219402	ENSTGUG00000029552.1	CHICK55987	XP_004947506	NA	419441	SPSB1	1:1	776990	SPSB1
TAEGU13002	NP_001232648	ENSTGUG00000003726	100190678	ENSTGUG00000003726.2	CHICK55995	XP_024998338	NA	419442	SLC25A33	1:1	934215	SLC25A33
TAEGU17970	NA	ENSTGUG00000002127	NA	ENSTGUG00000002127.2	CHICK56003	XP_024998339	NA	112530140	LOC112530140	1:1	NA	FOXC1
TAEGU13013	NA	ENSTGUG00000003652	NA	ENSTGUG00000003652.2	CHICK56005	NP_001012714	NA	419444	PIK3CD	1:1	1371116	PIK3CD
TAEGU13019	XP_030145107	ENSTGUG00000003610	100227085	ENSTGUG00000003610.2	CHICK56011	NP_001183979	NA	395372	CLSTN1	1:1	1353984	CLSTN1
TAEGU13024	XP_002187653	ENSTGUG00000003599	100228052	ENSTGUG00000003599.2	CHICK56016	NP_001008450	NA	419445	LZIC	1:1	1420553	LZIC
TAEGU13026	XP_030145302	ENSTGUG00000019912	100228007	ENSTGUG00000019912.1	CHICK56023	XP_004947508	NA	101748948	NMNAT1	1:1	1412157	NMNAT1
TAEGU13027	XP_030145304	ENSTGUG00000019849	115498042	ENSTGUG00000019849.1	CHICK56024	XP_040545101	NA	419447	RBP7	1:1	1016472	RBP7
TAEGU13028	XP_030144976	ENSTGUG00000003533	100230889	ENSTGUG00000003533.2	CHICK56025	XP_004947510	NA	419448	UBE4B	1:1	767032	UBE4B
TAEGU13033	NP_001191893	ENSTGUG00000003304	100534625	ENSTGUG00000003304.2	CHICK56030	XP_040507266	NA	419449	KIF1B	1:1	982119	KIF1B
TAEGU13041	NA	ENSTGUG00000003302	NA	ENSTGUG00000003302.2	CHICK56055	NP_001006303	NA	419450	PGD	1:1	1401368	PGD
TAEGU13043	NA	ENSTGUG00000003289	NA	ENSTGUG00000003289.2	CHICK56058	XP_040545097	NA	419451	DFFA	1:1	NA	DFFA
TAEGU13044	XP_030144968	ENSTGUG00000003272	100218359	ENSTGUG00000003272.2	CHICK56059	XP_001234697	NA	771421	PEX14	1:1	1068065	PEX14
TAEGU13048	NA	ENSTGUG00000003269	NA	ENSTGUG00000003269.2	CHICK56060	XP_040545060	NA	419452	CASZ1	1:1	1410364	CASZ1
TAEGU13053	XP_002186638	ENSTGUG00000003255	100218414	ENSTGUG00000003255.2	CHICK56062	NP_001026049	NA	419453	TARDBP	1:1	1070662	TARDBP
TAEGU13057	NP_001232404; XP_002193158	ENSTGUG00000016939	100190077	ENSTGUG00000016939.2	CHICK56074	NP_989786	NA	395106	SST7	1:1	384933	CORT
TAEGU12651	XP_030145046	ENSTGUG00000025368	100225454	ENSTGUG00000025368.1	CHICK56075	XP_015152659	NA	771447	SRM	1:1	1391837	SRM
TAEGU12634	XP_030145055	ENSTGUG00000002231	100222570	ENSTGUG00000002231.2	CHICK56078	NP_001012748	NA	419454	EXOSC10	1:1	1382319	EXOSC10
TAEGU12627	XP_004174312	ENSTGUG00000002257	100221555	ENSTGUG00000002257.2	CHICK56080	XP_004947524	NA	101750033	ANGPTL7	1:1	1076692	ANGPTL7
TAEGU12620	XP_002192970	ENSTGUG00000024374	100232196	ENSTGUG00000024374.1	CHICK56082	NP_001026050	NA	419456	UBIAD1	1:1	1016072	UBIAD1
TAEGU12950	XP_030145033	ENSTGUG00000002075	100222637	ENSTGUG00000002075.2	CHICK56084	XP_015152653	NA	419457	PLEKHM2	1:1	1417965	PLEKHM2
TAEGU12953	XP_041576333	ENSTGUG00000002071	100225519	ENSTGUG00000002071.2	CHICK56087	XP_015152658	NA	107054933	SLC25A34	1:1	NA	SLC25A34
TAEGU12958	NA	ENSTGUG00000002066	NA	ENSTGUG00000002066.2	CHICK56091	XP_015152662	NA	419458	FBLIM1	1:1	NA	FBLIM1
TAEGU12965	XP_030145295	ENSTGUG00000024083	100218772	ENSTGUG00000024083.1	CHICK56100	XP_040545113	NA	419460	SPEN	1:1	1073288	SPEN
TAEGU12973	NA	ENSTGUG00000002039	NA	ENSTGUG00000002039.2	CHICK56102	NP_001263229	NA	396541	ZBTB17	1:1	1072250	ZBTB17
TAEGU12976	NA	ENSTGUG00000025265	NA	ENSTGUG00000025265.1	CHICK56104	XP_040545139	NA	430280	HSPB7	1:1	NA	HSPB7
TAEGU12799	NP_001232202; XP_002192045	ENSTGUG00000020035	100190512	ENSTGUG00000020035.1	CHICK56170	NP_001167000	NA	396418	CAPZB	1:1	1426251	CAPZB
TAEGU12809	NP_001232534; XP_002192329	ENSTGUG00000016993	100190379	ENSTGUG00000016993.2	CHICK56173	NP_001264834	NA	419474	MINOS1	1:1	1339363	MICOS10
TAEGU12810	XP_030145141	ENSTGUG00000023888	100221256	ENSTGUG00000023888.1	CHICK56174	NP_989480	NA	373952	NBL1	1:1	1349110	NBL1
TAEGU12811	XP_041576257	ENSTGUG00000026422	100222626	ENSTGUG00000026422.1	CHICK56177	XP_024998321	NA	430019	HTR6	1:1	1072854	HTR6
TAEGU12813	XP_030144941	ENSTGUG00000017041	100228038	ENSTGUG00000017041.2	CHICK56179	XP_015152517	NA	419476	TMCO4	1:1	934974	TMCO4
TAEGU12818	XP_030145088	ENSTGUG00000017052	100222242	ENSTGUG00000017052.2	CHICK56184	XP_040545150	NA	426746	OTUD3	1:1	1069396	OTUD3
TAEGU12819	NA	ENSTGUG00000015886	NA	ENSTGUG00000015886.2	CHICK56185	NP_001171878	NA	426747	PLA2G2E	1:1	NA	PLA2G2E
TAEGU12821	NA	ENSTGUG00000024394	NA	ENSTGUG00000024394.1	CHICK56187	NP_001264973	NA	771655	PLA2G5	1:1	NA	PLA2G2A
TAEGU12823	XP_030145262	ENSTGUG00000019929	100231885	ENSTGUG00000019929.1	CHICK56188	NP_001264974	NA	771670	UBXN10	1:1	1416471	UBXN10
TAEGU12829	XP_030145263	ENSTGUG00000017103	100226107	ENSTGUG00000017103.2	CHICK56196	XP_040507311	NA	771681	VWA5B1	1:1	831366	VWA5B1
TAEGU12836	NA	ENSTGUG00000024353	NA	ENSTGUG00000024353.1	CHICK56204	XP_040545178	NA	426969	MUL1	1:1	1369628	MUL1
TAEGU12840	NA	ENSTGUG00000017109	NA	ENSTGUG00000017109.2	CHICK56205	XP_004947545	NA	100858896	FAM43B	1:1	1049568	FAM43B
TAEGU12848	XP_030145159	ENSTGUG00000022059	100232725	ENSTGUG00000022059.1	CHICK56206	NP_001139516	NA	771849	CDA	1:1	NA	CDA
TAEGU12849	XP_030145156	ENSTGUG00000017113	100229816	ENSTGUG00000017113.2	CHICK56213	NP_001376410	NA	425370	PINK1	1:1	1335548	PINK1
TAEGU12850	XP_030145157	ENSTGUG00000017123	100227017	ENSTGUG00000017123.2	CHICK56214	NP_989474	NA	373942	AGMAT	1:1	1409966	AGMAT
TAEGU12855	XP_030145154	ENSTGUG00000017133	100221198	ENSTGUG00000017133.2	CHICK56216	NP_001034419	NA	429208	DNAJC16	1:1	1345432	DNAJC16
TAEGU12859	XP_041576275	ENSTGUG00000017156	100227981	ENSTGUG00000017156.2	CHICK56217	XP_046759217	NA	426970	CASP9	1:1	NA	CASP9
TAEGU12864	NA	ENSTGUG00000021308	NA	ENSTGUG00000021308.1	CHICK56219	XP_040545188	NA	430669	EFHD2	1:1	1071346	EFHD2
TAEGU12878	XP_030145373	ENSTGUG00000002519	100219693	ENSTGUG00000002519.2	CHICK56223	XP_015152670	NA	771913	TMEM51	1:1	1411667	TMEM51
TAEGU12884	XP_030145245	ENSTGUG00000002511	100222565	ENSTGUG00000002511.2	CHICK56229	XP_015152683	NA	426211	KAZN	1:1	1066117	KAZN
TAEGU12917	XP_002194463	ENSTGUG00000029464	100221618	ENSTGUG00000029464.1	CHICK56255	NP_001264839	NA	419480	DHRS3	1:1	827505	DHRS3
TAEGU12918	XP_030145389	ENSTGUG00000002472	100224544	ENSTGUG00000002472.2	CHICK56268	XP_040507326	NA	419481	VPS13D	1:1	816353	VPS13D
TAEGU12921	XP_030145146	ENSTGUG00000020836	100224957	ENSTGUG00000020836.1	CHICK56272	NP_989775	NA	395090	TNFRSF8	1:1	1392589	TNFRSF8
TAEGU12922	XP_012425844	ENSTGUG00000002457	105758751	ENSTGUG00000002457.2	CHICK56277	XP_040507332	NA	419483	MIIP	1:1	1313446	MIIP
TAEGU12924	XP_002194143	ENSTGUG00000002433	100230233	ENSTGUG00000002433.2	CHICK56278	XP_015152691	NA	419484	MFN2	1:1	1399201	MFN2
TAEGU12925	XP_030145143	ENSTGUG00000002406	100217784	ENSTGUG00000002406.2	CHICK56281	NP_001005618	NA	419485	PLOD1	1:1	817891	PLOD1
TAEGU12926	XP_030145025	ENSTGUG00000018770	100218766	ENSTGUG00000018770.1	CHICK56282	XP_015152693	NA	428195	KIAA2013	1:1	1366800	KIAA2013
TAEGU12930	XP_041576406	ENSTGUG00000015836	100217781	ENSTGUG00000015836.2	CHICK56287	XP_040507033	NA	395765	NPPA	1:1	1337527	NPPB
TAEGU12932	NA	ENSTGUG00000002366	NA	ENSTGUG00000002366.2	CHICK56290	NP_001272908	NA	419488	CLCN6	1:1	1376796	CLCN6
TAEGU12933	XP_030145311	ENSTGUG00000002350	100220660	ENSTGUG00000002350.2	CHICK56291	NP_001315420	NA	419489	MTHFR	1:1	945999	MTHFR
TAEGU12595	XP_002193571	ENSTGUG00000024872	100223570	ENSTGUG00000024872.1	CHICK56301	XP_040507341	NA	419491	AGTRAP	1:1	NA	AGTRAP
TAEGU12597	XP_002191005	ENSTGUG00000002343	100226438	ENSTGUG00000002343.2	CHICK56302	NP_001136320	NA	419492	DRAXIN	1:1	1372704	DRAXIN
TAEGU12602	NP_001232788; XP_002193348; XP_002193410	ENSTGUG00000002334	100226442	ENSTGUG00000002334.2	CHICK56309	NP_001020749	NA	419493	MAD2L2	1:1	766337	MAD2L2
TAEGU12610	NA	ENSTGUG00000002327	NA	ENSTGUG00000002327.2	CHICK56314	XP_040545205	NA	419494	FBXO44	1:1	1345326	FBXO44
TAEGU12614	XP_030145165	ENSTGUG00000002310	100225450	ENSTGUG00000002310.2	CHICK56319	XP_015152406	NA	419497	DISP3	1:1	1319878	DISP3
TAEGU12869	XP_012425917	ENSTGUG00000024241	100226060	ENSTGUG00000024241.1	CHICK56333	XP_040507344	NA	769085	LACTBL1	1:1	928474	LACTBL1
TAEGU12870	XP_030144978	ENSTGUG00000017194	100218346	ENSTGUG00000017194.2	CHICK56340	XP_015152322	NA	396513	EPHB2	1:1	1075153	EPHB2
TAEGU12876	NA	ENSTGUG00000024860	NA	ENSTGUG00000024860.1	CHICK56341	XP_004947578	NA	428197	C1QB	1:1	1386127	C1QB
TAEGU12879	NA	ENSTGUG00000019687	NA	ENSTGUG00000019687.1	CHICK56342	XP_040544754	NA	419503	C1QC	1:1	1071580	C1QC
TAEGU12881	NA	ENSTGUG00000017238	NA	ENSTGUG00000017238.2	CHICK56344	XP_040544758	NA	419504	C1QA	1:1	1076517	C1QA
TAEGU12885	XP_030145151	ENSTGUG00000017239	100232783	ENSTGUG00000017239.2	CHICK56345	XP_040507351	NA	428198	EPHA8	1:1	1073841	EPHA8
TAEGU12886	NA	ENSTGUG00000026088	NA	ENSTGUG00000026088.1	CHICK56355	NP_990114	NA	395561	WNT4	1:1	NA	WNT4
TAEGU12895	XP_012425926	ENSTGUG00000027145	100227983	ENSTGUG00000027145.1	CHICK56359	XP_015152313	NA	395917	CDC42	1:1	1067458	CDC42
TAEGU12901	NA	ENSTGUG00000017254	NA	ENSTGUG00000017254.2	CHICK56362	XP_040507356	NA	419506	C1orf50	1:1	NA	C21H1orf50
TAEGU12902	XP_030145179	ENSTGUG00000017255	100221254	ENSTGUG00000017255.2	CHICK56363	NP_001001529	NA	414142	P3H1	1:1	1311361	P3H1
TAEGU12905	NA	ENSTGUG00000017257	NA	ENSTGUG00000017257.2	CHICK56364	XP_003642589	NA	769245	CLDN19	1:1	NA	CLDN19
TAEGU12907	XP_004176589	ENSTGUG00000017262	100222179	ENSTGUG00000017262.2	CHICK56367	XP_015152295	NA	386575	YBX1	1:1	NA	YBX1
TAEGU12908	XP_002195110	ENSTGUG00000017267	100219329	ENSTGUG00000017267.2	CHICK56368	NP_001264841	NA	419507	PPIH	1:1	1067582	PPIH
TAEGU12656	NA	ENSTGUG00000002212	NA	ENSTGUG00000002212.2	CHICK56378	XP_003642584	NA	100859789	PPCS	1:1	1405406	PPCS
TAEGU12660	XP_041576265	ENSTGUG00000002211	116809195	ENSTGUG00000002211.2	CHICK56382	XP_015152715	NA	419510	ZMYND12	1:1	1047618	ZMYND12
TAEGU12663	NA	ENSTGUG00000002201	NA	ENSTGUG00000002201.2	CHICK56384	NP_990540	NA	396130	SLC2A1	1:1	1067714	SLC2A1
TAEGU12684	NA	ENSTGUG00000019467	NA	ENSTGUG00000019467.1	CHICK56393	XP_015152729	NA	100859829	ZNF362	1:1	1071904	ZNF362
TAEGU12934	XP_030145113	ENSTGUG00000020178	100232729	ENSTGUG00000020178.1	CHICK56443	NP_990691	NA	396317	ALPL	1:1	900982	ALPL
TAEGU12936	NA	ENSTGUG00000002148	NA	ENSTGUG00000002148.2	CHICK56445	NP_990048	NA	395459	ECE1	1:1	1397634	ECE1
TAEGU12937	XP_030145282	ENSTGUG00000002122	100225457	ENSTGUG00000002122.2	CHICK56451	XP_015152751	NA	425544	EIF4G3	1:1	1073346	EIF4G3
TAEGU12941	XP_030145290	ENSTGUG00000002109	100228339	ENSTGUG00000002109.2	CHICK56483	NP_001006560	NA	425543	HP1BP3	1:1	1075086	HP1BP3
TAEGU12943	NA	ENSTGUG00000002107	NA	ENSTGUG00000002107.2	CHICK56490	XP_001232826	NA	769539	SH2D5	1:1	1362762	SH2D5
TAEGU12944	XP_002189480	ENSTGUG00000002085	100232145	ENSTGUG00000002085.2	CHICK56496	NP_001161480	NA	425542	DDOST	1:1	1335496	DDOST
TAEGU13182	NP_001232275; XP_002196481	ENSTGUG00000003860	100190283	ENSTGUG00000003860.2	CHICK56518	NP_001006305	NA	419513	NFU1	1:1	1382370	NFU1
